charge_cycles,avg_temperature,avg_cpu_load,ssd_tbw,ram_swap_stress,overall_health
646,27.887633747249254,37.15573345575132,44,0.0,66.95688533088496
20,25.4800093991268,48.11548350577755,98,25.39222579818331,36.12155484036334
840,22.542010758240856,31.41183212670282,5,49.634056818542945,57.371763357465944
166,29.515638591376216,49.21813619559768,22,7.2884146987066885,85.34231706025867
273,25.953171482008287,51.26440944335582,61,53.11067288259402,52.777865423481195
387,20.325522437671637,40.50631113493546,83,5.790264412285389,49.041947117542925
600,39.21076009882439,70.36140002920783,16,40.7434880397623,68.59277199941585
315,23.447489108120262,62.079115302357636,83,0.0,50.2
13,41.87138145144587,47.5466528842843,69,53.58066975658012,47.88386604868398
241,37.15257368090771,42.102554492072336,27,0.0,83.8
776,36.354729500947194,29.872587928809786,12,59.779210648766,60.6025482414238
345,47.32247236848073,22.056745565168804,28,0.8564271066959144,76.36446725794265
564,23.713578927483802,50.949715391539456,44,77.08839644147436,58.182320711705124
897,40.99017596839037,31.01693677967873,19,32.5728801304705,54.23407120323277
339,31.618859415828563,14.718181236445929,57,55.420248525457225,54.715950294908566
91,54.56856125303632,18.95682180570901,80,25.339890250255433,46.93202194994891
366,30.953644550886324,21.59620178827989,53,0.0,68.2
955,29.661533310995054,70.071046544522,98,6.624557830208083,39.87508843395839
454,37.40428619885813,51.95655708135476,63,41.65079583504595,53.86984083299081
427,32.32873174233088,35.68551665314983,51,100.0,49.400000000000006
508,27.932296301601045,43.279003656144795,42,66.05561444901409,61.58887711019718
775,26.237785728513302,45.60059851726813,86,32.2035489654362,41.959290206912755
942,45.66563590709923,17.628171912961573,17,53.617298502665136,48.50173123303845
34,24.692306944800066,11.648657657113844,99,35.43110288974956,33.51377942205009
205,35.784700483044,56.030850223725494,83,24.19912022974385,45.36017595405123
80,42.449473117008765,8.005541799131215,53,31.444425954235655,61.91111480915287
931,42.835959883541065,34.65135011633867,59,15.784497801065699,51.324219822804864
561,29.18678078254848,20.56543022263169,70,31.75245213762736,51.64950957247453
871,32.3505215949939,39.41980495498101,99,38.97851378140641,32.80429724371872
387,30.798451991885017,29.93895837336282,0,28.32215911456239,80.05122083253275
1,21.719849898673,45.67964812064311,36,18.036928061756758,74.79261438764865
389,38.30013906416092,0.0,48,16.680684486320168,67.86386310273596
565,34.30802916507847,57.41340447180645,34,23.022820178221167,70.60173191056387
105,45.524680644815035,49.70767593136687,66,32.69814818846335,53.86037036230733
771,27.41435922158862,55.23090721709151,34,17.744208763088313,60.34538185565817
821,42.709572468941566,52.92774816308667,92,43.05870252402387,36.188259495195226
476,43.273873202273634,41.27596193473718,8,0.0,73.59737187981644
702,34.3765734944631,22.173016392045817,36,35.13952071729,64.4565396721591
401,20.0,43.768630519347326,59,54.236968670096935,53.7526062659806
729,29.899458740445677,40.79073673287698,55,74.15259194860758,52.16948161027848
555,48.28696899443293,52.53124229596886,88,28.03157860331883,41.59368427933624
161,36.37644617193528,47.432997237361405,11,46.15429650817142,84.16914069836572
201,39.547197646975086,36.884612946083685,70,35.1309841880414,50.97380316239172
957,33.286667346920254,43.662564548446774,70,55.36865523714765,46.92626895257047
995,32.21245672109497,45.43460434393206,3,23.848250802231426,49.34130791312136
269,20.0,56.76660165437809,60,42.247552907175695,55.55048941856486
862,40.357913736442455,69.71761798980357,44,0.0,55.44141011448158
815,42.637449637779014,46.94164231869898,94,54.5737775432208,32.68524449135584
270,26.393101716266493,45.5274627023974,49,33.00357336733368,63.999285326533254
455,32.56915902793354,30.540072569931173,49,12.443342586926722,68.11133148261464
461,31.490069781165673,28.13363670757161,73,36.71495862307931,48.85700827538414
726,37.36122635189029,20.483551407973863,47,65.15309628276353,58.76938074344729
251,29.64509134792724,0.0,22,5.86769819387942,85.62646036122412
701,41.45072738546402,18.215749769512218,89,7.452852731239382,45.10942945375213
295,34.57059452899591,31.545411390443928,86,0.0,48.4
724,20.0,28.874788852279835,92,7.487193914016924,43.30256121719662
719,37.54176220154115,44.13208357105667,7,5.968162017867115,63.167358328578864
748,41.97080790072627,18.919569098777583,82,24.900178501649933,45.81996429967002
337,24.783506717880492,19.79992445570692,28,31.03206066729734,76.99358786654054
878,37.26981547979659,0.0,42,0.0,56.099999999999994
52,48.63967735803368,44.42858991113683,52,37.7835184938416,61.24329630123168
791,34.89653100142591,17.24329102342961,5,36.17937699057296,60.105134179531404
921,43.13303091463592,20.679867813062714,92,35.617445867744586,37.676510826451086
216,30.462760238107837,46.294947103137844,23,8.015346424306198,84.59693071513877
763,33.85628569234275,17.345397669573984,73,78.00179442675955,40.599641114648094
187,32.36302969658924,42.606751828935316,13,45.733958450672816,83.05320830986544
379,30.903036589219546,10.867498462055856,51,0.0,69.4
492,32.81822363933539,34.577514997217826,69,0.0,58.6
40,20.954545752605462,22.80696348585645,3,9.729640606869982,96.25407187862601
156,31.352958924933628,29.674105728521145,57,32.19464750594123,59.36107049881176
14,44.70245164341428,65.23360007486059,78,66.08068018890471,39.98386396221906
812,26.290479545185335,2.2142452470785727,36,13.033682837875933,59.35571509505843
64,25.470933828213518,63.4482141855338,47,0.0,71.8
856,34.48969897115804,16.62449019577393,38,37.1721861136546,56.86751019608452
838,34.88946514685796,52.38163546531962,91,18.209104327053108,41.758179134589376
520,37.01971775243189,56.346339103495254,65,32.6903384785779,54.46193230428442
343,33.09009141452289,43.60924431103803,12,25.861954857912586,81.97781511377923
128,34.57491331566667,10.63112776223982,65,23.195918632244336,56.36081627355113
647,31.192921810968006,40.448593672871795,59,55.59960143000036,53.48007971399992
471,23.793630757600287,86.19124500646548,40,44.68944655693589,67.06211068861282
62,33.42886505351479,35.22471402480259,31,35.331619308752494,74.3336761382495
138,39.79677597153971,32.98366476606114,51,0.0,69.4
498,38.12043701081868,31.05886938558797,4,23.63655841891271,74.47882261228824
592,20.0460629844857,45.311267341464585,66,51.56489895244455,50.08702020951109
391,36.01540290647266,33.25638323334937,65,5.610805033097503,59.8778389933805
674,26.857843793142646,40.691810193864036,77,24.243390122816997,48.951321975436606
418,45.137312041771054,29.153532893796704,51,28.60221977887959,63.679556044224086
288,36.61015826342704,14.275102573902924,48,35.61350307824674,64.07729938435065
378,41.17027168104485,81.44138201368558,28,19.705029377059155,79.09137556215185
772,34.16934515531888,33.066973968146584,37,40.37189839616238,60.73866052063707
489,33.471560008820184,98.96796386583767,69,39.47995638417479,50.704008723165046
230,45.96675934122597,43.49830492093837,97,7.065117788624661,40.38697644227507
40,41.78219517300013,46.999644051511176,7,10.2293324957534,93.75413350084932
27,34.94286921798038,28.814308609564904,58,34.251453564264914,58.34970928714702
134,32.40266859090082,23.14085357249745,54,66.55657383290344,54.28868523341931
200,20.34260219575304,29.266597618725214,1,54.9984118959144,88.40031762081712
839,36.59654027899312,18.353746719309964,25,15.783251802878379,57.682925065613794
779,32.99116824544228,16.506383632982057,62,9.864649667215488,60.719872327340354
929,38.43164837665821,70.69202110827737,16,20.471229851487127,52.13615957783445
32,40.862550732278294,50.9950521133576,58,68.34722524525488,51.530554950949025
47,43.86336876037797,64.96370248708132,87,29.58701933873895,41.88259613225222
502,36.69594328715523,57.49799379277036,94,34.53466904209478,36.693066191581046
406,25.629116278974358,22.97256870996049,15,9.36697334789703,79.2405486258008
573,20.0,4.206283329911141,57,30.575877761333746,59.68482444773326
727,27.40240111714567,25.797136586063257,63,0.0,62.2
804,44.66790799604054,36.83663638023226,49,0.0,56.037714822826935
98,48.58793175439553,57.88686236918633,84,31.982032362155337,43.203593527568934
683,32.096793985846595,33.90790704643051,25,35.7545669025933,65.17184185907138
871,22.312325965741188,94.32731590352034,16,19.537621405594436,54.56345368192959
725,28.812691399977282,26.346080188602926,45,37.94339963997425,63.22307839622794
986,43.10244658158297,46.82115204896383,67,0.0,48.12420416534819
546,29.271894611783146,23.028182164085855,49,21.296300431901013,66.34073991361979
960,38.71299158134011,43.125647716446885,42,14.008164480189754,51.137487045671065
738,35.34846641038428,32.48853137189097,47,27.809875594693512,62.450229372562184
612,39.68002607229643,30.026780855081896,67,22.37915905146109,55.324168189707784
942,48.544087991576305,22.62415794208417,18,86.62081871288157,44.95513637051552
461,38.71825180427471,37.95084812862473,24,6.168293244164911,76.19098303742751
642,35.175330213103436,51.72345852935291,71,29.878369520382797,51.42432609592344
768,49.426988526471355,15.498672715895687,17,99.68366409384504,52.606808186524624
4,36.79641681300049,34.028540100558374,50,45.27448877988517,60.94510224402296
217,27.656420021347195,44.86268141311273,17,29.014104817645798,83.99717903647084
502,39.49972231815588,48.657822153460174,57,50.393455173249734,55.72130896535006
766,37.57964433706376,72.26055694367551,63,45.75999827939841,53.04800034412032
397,31.536781261835202,46.57356892100476,70,2.402883245320389,57.519423350935924
870,29.85931158026981,26.9995580552978,56,0.0,55.96000883889404
794,31.613924101480738,23.639968831799948,16,32.41690481077408,59.827200623364
392,29.744885139985946,23.39483651276819,58,18.01566071676437,61.59686785664713
206,31.873921450296866,22.280464467961995,66,86.84612139685277,43.03077572062945
14,27.257627182065107,39.31472037214782,85,57.97882386292588,37.40423522741482
857,37.089237505278525,43.411004894195294,14,57.96960352057443,56.28177990211609
553,36.489610511670556,51.49089630773574,94,0.0,43.6
891,36.761614217835756,48.299894532704755,99,15.250151947063493,37.549969610587304
460,33.501045284506766,59.92214309288769,25,29.74106721678526,75.80155713814224
690,32.5786939517995,21.62158312281272,47,11.621486222951571,65.06756833754375
574,45.53604638122812,67.72968371266396,13,14.372879581041444,66.03770974639889
863,34.539247094702425,22.406882033204738,80,23.574619398970075,47.285076120205986
742,44.110134768443814,41.95864716350529,8,33.112928870121934,59.561026570470396
240,26.028672134669492,31.1048264203367,6,97.65501351496907,76.86899729700619
563,38.71342267361103,34.522084247808685,90,13.20091503776618,43.35981699244677
95,28.122375706719875,48.44577526434518,91,51.14134565554927,35.171730868890144
899,29.550784573653324,6.231596613624543,54,66.59046901309999,54.281906197379996
733,30.704753280579588,18.38551473892353,11,5.121449694396823,62.98228970522153
484,30.203208251169773,49.98453470493864,16,80.31036440211102,74.3379271195778
406,30.243162748145195,34.95694767617563,72,35.88774459440885,49.622451081118236
230,43.73820071912452,29.867643653699407,7,0.0,85.7343680464345
748,34.36328938494112,12.581188766732453,90,60.54494785047581,33.89101042990484
654,35.80044311367687,30.007783753395405,41,0.0,66.69984432493209
170,30.342720291588403,48.61893883133939,75,66.44745073719866,41.710509852560264
540,40.85551442974487,23.730537617086686,36,54.334059522877205,67.53318809542456
35,36.840450225911354,62.28126693716867,19,3.9932506635220797,87.80134986729558
524,31.528570845202093,56.53769861605251,0,20.24815290458406,72.66924602767895
159,21.325728858986857,27.998941909624573,8,47.112470672412535,85.7775058655175
838,35.73037166721497,23.113025344200782,23,16.12633048712305,57.63773949311598
698,38.60543618028367,0.0,33,73.50261575412392,65.1
242,26.16921729341323,13.462779161172676,35,52.867305555865386,68.42653888882693
85,31.6368430504067,12.2332732688022,3,0.0,95.50533453462396
795,38.29728401168765,6.38067138130609,28,25.61454477867914,60.12238657237388
577,21.432575543025862,34.280470446467824,86,42.99340364944355,39.801319270111286
681,28.809182532720882,41.24161120652226,98,10.510040922154818,39.09799181556904
556,37.01527153301121,71.29310684546925,15,57.2918977236707,70.77413786309062
573,42.84014751081288,36.32981322801388,7,45.36266023972762,69.18747594729967
952,51.48623849816934,0.0,90,47.95577301153385,36.40884539769323
645,49.66923814693672,20.045119373267003,38,22.124300226116528,58.32903317961271
795,35.15015585852807,47.211285510846025,57,4.530801127305647,59.30577428978308
27,30.12618494814438,33.371745061766575,11,60.439307270430966,81.31213854591381
619,41.384978142167085,52.136560191888265,43,74.01006845375676,59.39798630924865
555,29.65125661021074,24.725020528708605,3,55.82919346686488,71.75549958942582
339,27.903237720434788,58.040746389298846,24,52.27922832906426,75.14415433418714
797,31.557871581079198,39.920601484354926,69,31.561105525228264,52.28777889495435
957,30.554613598583146,40.42955167863154,66,12.287339191922914,51.341408966427366
330,37.301044984527,37.99909775139282,38,48.54039152021102,67.4919216959578
639,29.18078702292511,19.69687759377731,23,14.325239443585605,67.65606244812444
505,34.68097645838252,33.85618890318352,84,55.04824710362548,38.590350579274904
347,46.759627611242564,40.87521835106741,5,36.8014944268203,76.56013132182451
472,34.97712571259238,6.986907827141859,96,0.0,42.400000000000006
230,46.13393830497422,36.59188505527041,71,31.399796495505807,51.12004070089884
189,43.61645280852759,59.297558369970695,32,0.0,80.8
224,38.736321893605066,43.67636266740246,47,0.0,71.8
384,31.166777680491837,62.34580299538601,66,0.0,60.4
376,42.32406381879284,43.15454646611677,1,0.0,79.27400681396111
282,32.00020065089541,17.047382048652644,37,0.26744049180776486,77.74651190163844
957,33.98392275978431,50.81519521675194,39,61.787330926787156,51.13369609566496
632,36.64158939332475,12.179477633945734,55,44.34484907803772,58.13103018439246
627,33.95706022085215,30.83125620543689,87,79.97950579007528,31.804098841984946
972,28.237858252715704,29.480072853655496,20,25.127358980797663,50.81039854292689
744,21.783208680137044,21.43443208388134,81,0.0,51.4
258,41.67306344260383,82.57934443708722,34,29.77887574282281,73.64422485143544
358,38.56273701445089,33.547093839098146,74,19.380989933720958,51.723802013255806
709,20.235112060029266,71.20123421078665,74,40.57731601020184,47.484536797959635
455,28.025701203705147,41.871809610259916,66,0.0,60.4
410,35.432523434187075,18.581563785465356,59,31.192235487100586,58.361552902579874
648,37.54057882848454,26.80824472192792,22,63.69611297945607,67.06383510556144
317,21.852370728263267,34.23037344373298,64,64.07926243515499,48.784147512969
676,33.28609066766062,28.163833488508065,62,59.74674593446312,50.85065081310738
224,38.31723676203171,29.52095557219428,22,43.779222934684654,78.04415541306307
818,31.18790558480576,46.47487921042462,85,53.50232152074433,38.299535695851134
233,36.04663718747515,42.30740108868004,41,29.03284626440631,69.59343074711875
683,30.099584943644185,48.79987445461458,93,40.517123870450106,36.09657522590998
663,41.27357081359617,65.53369155051699,63,26.778526676126067,56.84429466477479
974,27.60571428906983,25.57028334439122,65,16.32831633757437,50.78859433311217
826,24.86337408724496,57.2778516905605,80,36.426899887986615,44.71462002240268
373,34.231414912492404,62.87203858588783,40,72.52102647342451,61.4957947053151
671,22.531792221692037,60.878015870744946,19,36.969417566508504,65.2324396825851
607,20.0,0.0,8,42.07843488382317,69.65
471,42.66988238443211,70.95373060925738,56,49.433669292962854,56.513266141407435
232,26.126204147513448,22.272020378890588,74,38.06345423722034,47.98730915255593
691,23.330787339329497,0.0,16,24.49637032532204,65.44999999999999
112,27.505929784403136,70.46220181572015,77,49.52230594910375,43.895538810179254
829,27.146794948713637,45.26808736347911,81,11.68551180407447,49.0628976391851
496,32.86310831069165,46.09409865008055,17,59.417025272640124,74.27811802699838
441,25.252106130512267,28.35855288176029,62,61.503104220553084,50.499379155889386
563,37.98548913804924,38.64195824993955,71,28.817466948226993,51.6365066103546
267,39.169873049261724,32.2136695830712,92,13.448527813623937,42.110294437275215
509,23.80006839507572,22.515943783408154,71,83.35796973759587,40.72840605248082
806,29.0552270164129,35.45981694801455,25,12.457478862734483,58.990803661039706
385,29.815542079691312,37.262764145955984,91,22.63168529910756,40.873662940178484
386,32.67994110906927,8.567319828065763,71,0.0,57.4
112,42.661468135869455,36.11264250972227,83,64.38188354804896,37.32362329039021
612,43.122507320020866,0.0,71,0.0,57.4
624,53.99093908932629,73.40702804234192,77,42.19139939980929,45.36172012003814
951,20.0,32.94837279518244,12,37.604700838746844,51.791032544096346
80,26.605634214786967,13.570092293364354,16,28.048223581554698,84.79035528368907
698,48.51207344859987,45.26436401379217,25,16.445474531769044,56.74440349829683
112,20.0,20.06601227716015,5,41.01603877875423,88.79679224424916
1,48.33012051336565,34.414853277145895,80,73.56845493189158,37.28630901362168
641,35.178810185145956,44.11002302183709,3,23.678080344039728,67.06779953956325
219,35.47306218418036,14.666184335947602,88,0.0,47.2
565,23.761616111044237,73.99418650874269,6,0.0,70.27011626982515
854,30.390694239965626,75.89828937564359,16,25.293743585859517,55.782034212487126
996,47.97901087767925,24.490933475230438,85,18.59014794486536,42.94865349223764
735,33.61853491807019,12.533476383905047,91,25.721255136022222,40.25574897279555
224,30.444007774318358,24.3998367580512,49,37.15057130976364,63.16988573804726
384,37.24575357103389,25.468918326080306,5,17.909364118483246,80.2906216334784
402,32.462259197578746,57.2070098792366,29,99.00353263091617,62.79929347381676
637,36.761209198451525,24.745736600895736,73,39.56122666077753,48.287754667844496
129,27.20206934272063,11.766776054605486,55,52.5487540008466,56.49024919983068
52,33.38277881113516,37.031470111445145,38,26.089907709708932,71.98201845805822
683,28.87138987647425,5.182928153037537,13,26.26027654439567,65.74634143693925
729,20.0,56.359901331067604,53,15.154723197003982,62.42280197337865
671,37.85566229798148,46.99985363931461,21,31.881699028318966,65.51000292721369
709,24.129817267555556,23.002207963320423,56,0.0,64.0899558407336
415,32.68207255916718,25.18557749048689,40,0.0,76.0
246,41.40854596662329,39.97470148144409,89,14.496413298608761,43.700717340278246
835,22.01749234767656,12.939071050473068,9,6.3406299050834,57.99121857899054
438,38.837472775596815,19.2420858864431,1,14.50764270735149,77.71515828227113
202,31.6014923442507,30.491738062626165,66,21.585987672665063,56.08280246546698
183,26.267812792583488,8.624347246589256,47,22.77407108377809,67.24518578324438
122,50.18338631108855,25.91322800568708,41,50.31547725689509,65.33690454862099
400,33.99554963396132,13.538821617734484,10,49.324528317212945,79.7292235676453
766,29.45525688338607,63.52398320638669,73,29.284145561222587,50.343170887755484
293,27.758296621068787,26.931285879283294,11,79.62992173868969,77.47401565226207
279,41.04929974749357,16.063518919707498,13,18.335480657751,85.4062735140199
836,29.103550188292708,48.48899182832368,29,50.80873585459899,57.23022016343352
883,40.05214478832821,22.430282810035077,59,42.64143884501409,55.39782212856703
609,33.980161351014715,12.950285924610686,76,24.56739381457988,49.48652123708402
197,42.92950451547079,52.75059838115891,29,26.751078838452557,77.24978423230948
981,25.659684420136927,28.537169237347268,37,18.97156956591555,50.37925661525305
906,26.775494087231962,51.82042608451666,74,48.966075853374676,45.80678482932507
510,31.75195748775945,34.69892257996799,64,61.21989404690572,49.356021190618854
751,32.41546801980179,37.58397570892914,90,30.91445229788853,39.817109540422294
143,31.163543770423914,46.26357579359263,46,0.0,72.4
608,55.05152324341214,22.303452792462657,38,43.65475770860202,51.63563192119204
200,50.50597603481526,18.795708663778118,48,25.52295560869547,66.09540887826091
123,36.39244059856834,59.036736121224266,72,3.6231039062951886,56.07537921874096
186,37.33577659240366,46.57838613172861,57,31.882202081237445,59.42355958375252
325,32.10854255936335,33.65004035500357,89,21.302603716452538,42.339479256709495
463,25.601395731854954,50.91401824847123,88,2.5886660928887473,46.68226678142226
348,32.543422075557984,45.80319417740281,16,24.46878794476632,81.68393611645193
770,40.16894201169643,53.86605734037711,5,65.2755959355398,60.40184700765836
659,44.44501409254407,12.143309142391729,14,33.544372770041484,63.995679908493045
763,41.96566736418164,33.71641919262004,66,30.64351948634692,54.271296102730616
954,21.92180565476631,57.59605999983197,94,41.16812901571926,35.36637419685615
931,31.686178574770295,68.54454152073967,27,35.88619498199861,52.0791091695852
402,22.24905948107206,24.28123506373361,72,22.98200237317912,52.20359952536418
345,43.35074845922175,38.18330769622125,43,34.87623796671686,67.22475240665663
962,30.700924841597338,35.386716371692565,17,32.10302250679329,51.192265672566144
510,33.62311907495174,10.116375685796083,31,0.0,74.29767248628409
146,37.84040214404001,29.248803871519737,82,43.230220739503075,42.15395585209939
147,56.12911935849519,3.4261464254705523,68,31.124283163963167,52.975143367207366
863,36.14619951831621,31.653567813576988,43,43.53541476077697,56.21692864372845
710,32.09383169754999,14.239622464307434,69,29.523017916642175,52.695396416671564
819,24.07166303037088,38.39829562964327,62,21.23070030445595,58.28203408740713
488,45.669115588024844,28.802055593935428,75,6.158013228638328,53.76839735427234
928,32.546908285623395,28.483698404367534,57,34.02938750830868,53.030326031912644
935,47.257139719421595,66.06842972805785,46,33.928111115377995,46.063611620898804
639,42.844904903589786,36.41618337707304,16,63.74413894242973,65.88213915483453
550,30.296351179132227,72.56444770841753,38,17.925491053792847,71.04871104583165
337,22.861790553152765,43.927430664313555,58,56.9127517209366,53.81744965581268
871,36.18055293762885,51.31105719852165,6,49.86656552040417,55.423778856029564
640,29.080771769827187,17.609552631911548,62,10.767288538223188,60.64654229235536
778,34.314766739650445,21.126427141377405,56,0.0,60.677471457172445
987,42.3923968548347,35.34527758518214,74,55.36687793886228,44.52662441222755
952,20.771343075001333,59.261504734399665,33,41.480954781704874,51.214769905312004
472,36.116910752545714,27.740919576921346,52,50.515602292544074,58.696879541491185
945,40.076769527085894,6.370954175419104,65,33.718566441927294,52.61619968422337
150,40.464884494048505,42.95980717094201,77,4.437353066617629,52.91252938667648
414,23.091662630500615,36.279566205601796,81,34.5036601980034,44.499267960399315
989,37.35469175819171,23.97979845325642,47,46.28445754258806,50.07040403093487
297,43.62829265525354,27.538724260724138,59,0.0,64.6
610,36.745870387200604,17.578526582095165,42,41.99346375171761,66.40130724965647
262,33.074446351131705,53.47813502525545,72,50.71341253129573,46.657317493740855
763,43.11690352458755,35.46648193982652,3,53.29442864803647,59.489825375983756
143,28.44544951648936,39.809547797831556,77,41.4281596020472,45.51436807959056
345,21.761336734373838,23.07147015585104,74,19.477805826452368,51.70443883470953
623,32.395217480552546,61.72454499249213,93,28.372649347246586,38.52547013055069
571,38.28036153363199,39.41593373889401,90,0.0,46.0
880,42.31149409149147,0.0,92,56.264413854715855,33.54711722905683
1,38.24402059334346,44.19963189614202,51,49.79209739059857,59.44158052188029
896,40.686568549798864,29.71358616661381,31,21.644378508650856,54.435062236140595
303,42.362491440831676,31.721098238057163,93,44.915204002044575,35.21695919959109
253,31.284983949615114,54.87381904185911,89,45.52391375316624,37.49521724936675
651,32.81648558473928,36.771432356289836,93,2.5657403930746447,43.68685192138507
452,44.297342345199006,69.24684649955353,50,80.88530713716004,53.82293857256799
36,24.3187438061545,37.11186276302082,9,9.01568291002307,92.79686341799538
159,37.43306289217836,25.667659780815775,11,0.0,91.53664680438368
8,28.26632936866383,0.0,96,40.05725949216903,34.3885481015662
232,42.80209282584776,20.642601040962877,97,38.42396166694444,34.11520766661111
98,33.856516155398886,28.555097580616792,81,20.127120797179305,47.374575840564134
658,34.060751483024994,64.32576344678472,38,35.25045192689891,65.8134847310643
815,47.83103909917349,25.788913385741807,79,10.384770636373329,50.52304587272533
207,25.39165776441083,67.84023987281509,67,0.0,59.800000000000004
130,35.72655578574882,12.033798972618214,9,54.38281912255901,83.72343617548819
403,32.55899095121743,19.550639467610544,91,37.63217036831181,37.87356592633763
151,38.25929052834425,57.539539746995956,81,20.713353752947853,47.257329249410425
53,49.43464629351157,23.09755957985591,72,73.63080389752758,42.073839220494484
119,29.15806792059854,56.98457291387523,85,22.62552854321226,44.47489429135755
672,24.42081830116764,18.473969658211523,9,44.8131937721455,66.03052060683578
919,27.52538059454395,20.47819683681653,22,5.511530667412579,53.640436063263664
627,32.13745534223265,47.83697867913934,76,0.0,54.4
586,34.513846669626616,18.75397302634935,87,45.36212007298211,38.72757598540358
624,34.91623036629266,29.511913088297604,12,44.61075712521838,68.20976173823405
967,48.42128760940347,42.89557251378966,47,77.86492544434395,43.460653277923555
419,46.99871235723873,29.947885416852916,88,1.8856445711146037,46.82287108577708
421,44.423571912535685,23.748431947004327,43,0.0,74.2
103,54.11550909293874,10.855441880413398,92,14.649601189312104,41.870079762137586
851,40.59278765330105,63.98657215903367,79,43.84831001043562,43.83033799791288
253,42.86684066810112,67.7222448363055,63,0.0,62.2
